,defence_scored_average,points_scored_average,sal_diff,in_win_diff,out_win_diff,difference,total_points,target_flag
334,215.0,224.0,12612420.0,-3.0,6.0,-28,218,0.0
335,202.0,189.0,8859448.0,3.0,6.0,6,218,0.0
336,213.0,213.0,-2443225.0,5.0,1.0,-5,205,0.0
337,184.0,201.0,20647649.0,-3.0,2.0,3,177,0.0
338,220.0,208.0,-8916173.0,-2.0,3.0,-20,200,0.0
339,199.0,216.0,7715813.0,4.0,10.0,11,211,0.0
340,208.0,217.0,-13622926.0,-6.0,1.0,-22,204,0.0
341,219.0,208.0,9177199.0,2.0,1.0,10,198,0.0
342,200.0,192.0,-12786077.0,-6.0,2.0,17,227,1.0
343,220.0,209.0,-2250694.0,-4.0,6.0,18,212,0.0
344,203.0,193.0,-3274444.0,-4.0,3.0,3,187,0.0
345,213.0,227.0,-31907352.0,-3.0,7.0,-10,240,1.0
346,222.0,217.0,3125914.0,3.0,6.0,-14,216,0.0
347,202.0,206.0,-1603217.0,2.0,5.0,3,189,0.0
348,205.0,217.0,-21027824.0,4.0,2.0,47,185,0.0
349,196.0,209.0,27666391.0,-3.0,2.0,6,194,0.0
350,221.0,192.0,-5052645.0,1.0,6.0,-14,198,0.0
351,216.0,228.0,42609792.0,4.0,6.0,13,239,1.0
352,209.0,212.0,21226668.0,6.0,10.0,7,187,0.0
353,209.0,226.0,-26750220.0,0.0,1.0,-14,188,0.0
354,212.0,215.0,26734071.0,4.0,9.0,6,196,0.0
355,218.0,212.0,2287522.0,5.0,6.0,2,194,0.0
356,218.0,209.0,-8859448.0,-4.0,4.0,-6,220,0.0
357,201.0,197.0,-6032278.0,-2.0,6.0,4,204,0.0
358,233.0,205.0,-3006521.0,-5.0,7.0,9,237,1.0
359,208.0,205.0,-14877270.0,5.0,1.0,11,187,0.0
360,222.0,212.0,4077015.0,3.0,5.0,4,216,0.0
361,201.0,193.0,-36359412.0,6.0,5.0,12,222,1.0
362,226.0,208.0,-27988918.0,-5.0,5.0,5,195,0.0
363,222.0,207.0,2172964.0,1.0,6.0,-3,211,0.0
364,215.0,195.0,-35391396.0,-2.0,5.0,-10,208,0.0
365,176.0,230.0,-19344859.0,3.0,2.0,-11,213,0.0
366,207.0,192.0,16158640.0,6.0,1.0,-8,230,1.0
367,204.0,225.0,-22143775.0,0.0,6.0,-4,200,0.0
368,194.0,219.0,-11335404.0,-1.0,6.0,4,208,0.0
369,186.0,198.0,-20973860.0,-4.0,3.0,-9,223,1.0
370,201.0,198.0,13510855.0,2.0,6.0,7,211,0.0
371,218.0,213.0,24112653.0,2.0,7.0,-7,225,1.0
372,232.0,214.0,-7026588.0,-4.0,5.0,-14,192,0.0
373,199.0,213.0,-3286752.0,0.0,5.0,3,207,0.0
374,219.0,196.0,-4077015.0,-4.0,3.0,7,227,1.0
375,216.0,202.0,-43700681.0,0.0,5.0,-12,190,0.0
376,221.0,192.0,-4538216.0,-9.0,2.0,2,206,0.0
377,217.0,206.0,17426136.0,2.0,1.0,-11,209,0.0
378,207.0,209.0,12717458.0,2.0,9.0,7,203,0.0
379,215.0,209.0,-19340468.0,-2.0,4.0,1,225,1.0
380,210.0,193.0,-20394031.0,-4.0,3.0,-1,203,0.0
381,203.0,208.0,2589681.0,-3.0,6.0,17,217,0.0
382,197.0,189.0,-21382314.0,-9.0,5.0,-3,205,0.0
383,204.0,212.0,-3369680.0,-1.0,6.0,-7,241,1.0
384,206.0,209.0,-1683535.0,-4.0,6.0,-10,172,0.0
385,203.0,208.0,-11720507.0,-1.0,6.0,10,242,1.0
386,206.0,204.0,21467978.0,3.0,7.0,5,189,0.0
387,221.0,211.0,10096040.0,-1.0,7.0,7,255,1.0
388,199.0,204.0,1633790.0,8.0,1.0,4,218,0.0
389,204.0,204.0,-53500491.0,-5.0,4.0,-15,189,0.0
390,196.0,195.0,-22448620.0,-9.0,2.0,23,193,0.0
391,201.0,216.0,14790555.0,1.0,13.0,7,215,0.0
392,212.0,230.0,20486477.0,1.0,12.0,7,253,1.0
393,205.0,216.0,-26558864.0,-4.0,4.0,5,187,0.0
394,202.0,197.0,-36105794.0,0.0,3.0,-25,189,0.0
395,202.0,201.0,23650877.0,1.0,3.0,-13,219,0.0
396,208.0,203.0,-21350351.0,-1.0,5.0,5,201,0.0
397,206.0,210.0,10718500.0,7.0,9.0,9,237,1.0
398,190.0,210.0,-17939916.0,-8.0,2.0,6,184,0.0
399,211.0,202.0,6757056.0,-2.0,6.0,-19,187,0.0
400,215.0,212.0,21784462.0,2.0,7.0,-6,230,1.0
401,202.0,212.0,5805712.0,6.0,1.0,4,222,1.0
402,220.0,200.0,-10890699.0,0.0,4.0,7,191,0.0
403,195.0,208.0,8440591.0,2.0,11.0,6,242,1.0
404,203.0,204.0,-12143126.0,-7.0,2.0,3,203,0.0
405,215.0,232.0,15329345.0,1.0,12.0,12,204,0.0
406,210.0,214.0,-37521995.0,1.0,6.0,-5,195,0.0
407,216.0,201.0,27402975.0,-2.0,8.0,-7,197,0.0
408,221.0,222.0,-3731299.0,-2.0,7.0,7,223,1.0
409,214.0,196.0,-6849041.0,0.0,5.0,-11,201,0.0
410,201.0,197.0,-42609792.0,-5.0,5.0,-6,224,1.0
411,199.0,199.0,13755464.0,1.0,8.0,6,180,0.0
412,213.0,204.0,-17860659.0,-5.0,3.0,-14,196,0.0
413,208.0,198.0,7282383.0,-7.0,5.0,-7,215,0.0
414,213.0,220.0,14890422.0,5.0,9.0,9,233,1.0
415,203.0,206.0,41686908.0,3.0,13.0,15,209,0.0
416,212.0,213.0,35801075.0,4.0,7.0,23,215,0.0
417,212.0,213.0,10305494.0,2.0,11.0,-12,202,0.0
418,199.0,202.0,-39362640.0,3.0,2.0,-6,202,0.0
419,223.0,230.0,3006521.0,2.0,5.0,6,228,1.0
420,196.0,207.0,12326117.0,-3.0,12.0,15,233,1.0
421,200.0,205.0,-18477563.0,2.0,6.0,-6,202,0.0
422,219.0,199.0,16511060.0,2.0,3.0,2,190,0.0
423,208.0,218.0,14732807.0,4.0,6.0,-6,224,1.0
424,205.0,199.0,-21136864.0,-1.0,5.0,-7,183,0.0
425,205.0,203.0,-38904049.0,-2.0,7.0,-2,236,1.0
426,208.0,228.0,28568747.0,3.0,9.0,33,207,0.0
427,190.0,200.0,19340468.0,1.0,8.0,9,191,0.0
428,199.0,197.0,-11959665.0,1.0,2.0,-2,184,0.0
429,208.0,219.0,1479800.0,1.0,9.0,9,209,0.0
430,213.0,224.0,16755178.0,2.0,12.0,4,226,1.0
431,198.0,183.0,-3033134.0,-7.0,3.0,-9,195,0.0
432,207.0,191.0,41690798.0,-1.0,9.0,5,175,0.0
433,208.0,213.0,24910376.0,6.0,7.0,-2,214,0.0
434,210.0,216.0,-35271301.0,4.0,2.0,15,207,0.0
435,206.0,201.0,17939916.0,7.0,6.0,2,194,0.0
436,218.0,209.0,9533077.0,-4.0,5.0,-12,206,0.0
437,210.0,192.0,13783644.0,2.0,8.0,4,224,1.0
438,209.0,221.0,53500491.0,5.0,9.0,15,201,0.0
439,191.0,207.0,19548024.0,-5.0,8.0,-7,205,0.0
440,201.0,201.0,-52616854.0,-3.0,3.0,6,214,0.0
441,212.0,217.0,-905468.0,-2.0,3.0,2,232,1.0
442,205.0,198.0,11620424.0,-6.0,2.0,18,200,0.0
443,198.0,207.0,3442398.0,2.0,2.0,-6,188,0.0
444,210.0,217.0,19344859.0,1.0,12.0,21,219,0.0
445,199.0,197.0,-20161098.0,-3.0,7.0,-1,223,1.0
446,213.0,211.0,-44176356.0,-4.0,4.0,-2,230,1.0
447,195.0,204.0,-5428375.0,3.0,7.0,1,215,0.0
448,215.0,211.0,25801488.0,-2.0,5.0,1,189,0.0
449,193.0,192.0,5331386.0,8.0,6.0,18,200,0.0
450,206.0,216.0,1109881.0,-4.0,6.0,3,235,1.0
451,221.0,206.0,14016613.0,2.0,7.0,-6,196,0.0
452,216.0,211.0,22169442.0,0.0,8.0,10,222,1.0
453,209.0,212.0,616904.0,-6.0,3.0,-10,200,0.0
454,208.0,206.0,-33072660.0,7.0,13.0,-1,179,0.0
455,207.0,196.0,24931744.0,1.0,5.0,-5,203,0.0
456,217.0,216.0,-6981441.0,0.0,3.0,18,206,0.0
457,195.0,207.0,-24230706.0,-2.0,2.0,-18,240,1.0
458,191.0,198.0,-19543133.0,-3.0,2.0,17,203,0.0
459,209.0,220.0,-8681901.0,0.0,5.0,-8,216,0.0
460,197.0,201.0,23493374.0,4.0,14.0,13,181,0.0
461,215.0,227.0,32755481.0,7.0,12.0,-6,238,1.0
462,199.0,202.0,16050928.0,2.0,5.0,13,203,0.0
463,210.0,196.0,27666391.0,-1.0,5.0,28,186,0.0
464,223.0,207.0,8956437.0,-8.0,9.0,-2,184,0.0
465,212.0,223.0,13622926.0,6.0,10.0,3,227,1.0
466,201.0,213.0,-17910404.0,1.0,2.0,9,195,0.0
467,211.0,219.0,-39483878.0,-4.0,7.0,-5,223,1.0
468,207.0,190.0,-21635932.0,-2.0,7.0,2,192,0.0
469,196.0,202.0,-7018742.0,-4.0,3.0,11,189,0.0
470,209.0,200.0,-21350351.0,-3.0,5.0,35,203,0.0
471,211.0,198.0,16226869.0,-6.0,8.0,3,205,0.0
472,205.0,218.0,44176356.0,5.0,14.0,7,219,0.0
473,213.0,207.0,17657503.0,6.0,12.0,-10,246,1.0
474,197.0,187.0,54299328.0,-1.0,10.0,12,214,0.0
475,217.0,215.0,-1425833.0,1.0,6.0,5,213,0.0
476,193.0,202.0,36905091.0,7.0,5.0,3,237,1.0
477,217.0,201.0,-4020067.0,-2.0,5.0,-14,208,0.0
478,205.0,200.0,14110276.0,-4.0,9.0,-17,187,0.0
479,211.0,196.0,1682474.0,-3.0,3.0,5,219,0.0
480,209.0,206.0,22448620.0,6.0,13.0,25,209,0.0
481,222.0,212.0,1425833.0,-2.0,2.0,5,217,0.0
482,191.0,209.0,28900831.0,1.0,14.0,-15,177,0.0
483,217.0,201.0,-9533077.0,3.0,8.0,4,242,1.0
484,215.0,209.0,-29385801.0,-1.0,5.0,-3,187,0.0
485,209.0,201.0,5585004.0,-1.0,3.0,3,227,1.0
486,203.0,211.0,44519772.0,-1.0,10.0,-15,203,0.0
487,205.0,208.0,-24910376.0,-6.0,7.0,-9,221,1.0
488,196.0,185.0,-32273013.0,-10.0,6.0,-9,207,0.0
489,210.0,228.0,39483878.0,4.0,11.0,16,188,0.0
490,200.0,205.0,-27666391.0,0.0,3.0,-14,192,0.0
491,214.0,207.0,26189509.0,3.0,8.0,27,233,1.0
492,206.0,198.0,-10722330.0,4.0,13.0,-8,214,0.0
493,205.0,204.0,29285934.0,-2.0,14.0,7,191,0.0
494,209.0,211.0,-23957426.0,-5.0,5.0,-17,225,1.0
495,203.0,205.0,3632748.0,8.0,2.0,-7,203,0.0
496,208.0,229.0,8321532.0,-1.0,6.0,5,219,0.0
497,199.0,218.0,-39167394.0,-5.0,2.0,5,191,0.0
498,217.0,197.0,1864903.0,-1.0,7.0,24,190,0.0
499,201.0,208.0,18477563.0,-1.0,8.0,24,190,0.0
500,196.0,206.0,26941627.0,2.0,6.0,27,217,0.0
501,223.0,199.0,48539839.0,1.0,10.0,18,196,0.0
502,220.0,211.0,14732807.0,4.0,6.0,-9,221,1.0
503,204.0,192.0,-21635932.0,-2.0,7.0,2,196,0.0
504,209.0,212.0,7341269.0,8.0,8.0,12,206,0.0
505,211.0,206.0,-30266524.0,-5.0,3.0,14,212,0.0
506,204.0,208.0,-4538216.0,-8.0,4.0,5,179,0.0
507,210.0,205.0,-6289980.0,-4.0,2.0,-11,193,0.0
508,201.0,180.0,30765734.0,1.0,14.0,25,227,1.0
509,222.0,214.0,1065570.0,3.0,8.0,-4,192,0.0
510,209.0,195.0,-20682982.0,-1.0,5.0,-10,208,0.0
511,191.0,207.0,8681901.0,-1.0,10.0,3,253,1.0
512,224.0,218.0,-819091.0,1.0,9.0,15,241,1.0
513,206.0,214.0,-579829.0,1.0,6.0,17,231,1.0
514,205.0,196.0,-26734071.0,-9.0,6.0,14,204,0.0
515,211.0,215.0,-9039365.0,1.0,14.0,1,197,0.0
516,214.0,223.0,-7957123.0,-1.0,6.0,6,198,0.0
517,208.0,191.0,-13783644.0,-5.0,5.0,13,191,0.0
518,205.0,193.0,27212837.0,0.0,10.0,4,224,1.0
519,193.0,198.0,14623652.0,1.0,8.0,12,226,1.0
520,194.0,195.0,-2287522.0,-3.0,4.0,12,226,1.0
521,204.0,213.0,26750220.0,4.0,14.0,-11,211,0.0
522,221.0,210.0,-15097978.0,-2.0,5.0,-15,227,1.0
523,214.0,208.0,43700681.0,1.0,10.0,-24,198,0.0
524,213.0,221.0,9779556.0,1.0,9.0,-8,248,1.0
525,215.0,223.0,25076710.0,2.0,6.0,-2,192,0.0
526,201.0,198.0,-10890699.0,0.0,6.0,-10,212,0.0
527,202.0,216.0,37484920.0,6.0,11.0,13,209,0.0
528,205.0,223.0,1682965.0,-3.0,9.0,18,224,1.0
529,196.0,205.0,-25213879.0,-2.0,3.0,15,193,0.0
530,203.0,213.0,13102561.0,5.0,7.0,-5,209,0.0
531,190.0,204.0,1603217.0,-6.0,8.0,14,172,0.0
532,200.0,205.0,23493374.0,7.0,14.0,13,269,1.0
533,228.0,220.0,6463292.0,-6.0,9.0,-2,208,0.0
534,191.0,194.0,-48539839.0,-1.0,5.0,-6,228,1.0
535,202.0,192.0,-1479800.0,-2.0,3.0,3,205,0.0
536,202.0,208.0,10628021.0,8.0,14.0,3,213,0.0
537,233.0,227.0,32755481.0,7.0,12.0,6,290,1.0
538,208.0,208.0,-20402408.0,-1.0,8.0,-17,197,0.0
539,198.0,219.0,-2328158.0,-2.0,7.0,8,204,0.0
540,210.0,218.0,38587565.0,6.0,6.0,-3,229,1.0
541,207.0,206.0,-3125914.0,-1.0,8.0,-13,233,1.0
542,222.0,214.0,-32526631.0,-1.0,6.0,-18,210,0.0
543,211.0,226.0,33170950.0,2.0,9.0,4,224,1.0
544,207.0,202.0,4839158.0,0.0,6.0,3,193,0.0
545,198.0,201.0,-28118305.0,1.0,4.0,-4,244,1.0
546,244.0,244.0,23957426.0,6.0,11.0,18,210,0.0
547,196.0,210.0,25656539.0,1.0,11.0,4,258,1.0
548,217.0,221.0,-14495379.0,6.0,10.0,17,237,1.0
549,203.0,223.0,-5585004.0,2.0,7.0,8,218,0.0
550,194.0,190.0,-14623652.0,-2.0,3.0,-9,191,0.0
551,223.0,208.0,-5124872.0,-1.0,8.0,1,207,0.0
552,213.0,200.0,-29269785.0,-4.0,6.0,-20,242,1.0
553,206.0,202.0,8825694.0,1.0,14.0,14,190,0.0
554,190.0,208.0,-10869331.0,-5.0,6.0,1,195,0.0
555,224.0,218.0,-40389346.0,-5.0,4.0,-9,239,1.0
556,197.0,211.0,-41686908.0,-7.0,5.0,-3,247,1.0
557,201.0,207.0,16228475.0,5.0,7.0,23,245,1.0
558,213.0,205.0,-41077013.0,-8.0,5.0,-37,229,1.0
559,204.0,186.0,34756195.0,-4.0,11.0,7,215,0.0
560,213.0,205.0,12445285.0,1.0,7.0,21,223,1.0
561,217.0,207.0,-24506544.0,-7.0,5.0,-18,214,0.0
562,202.0,199.0,-18256400.0,-10.0,10.0,6,218,0.0
563,198.0,207.0,1141618.0,4.0,3.0,-10,206,0.0
564,211.0,217.0,28632734.0,-3.0,9.0,18,224,1.0
565,244.0,249.0,-11420875.0,-1.0,13.0,-10,238,1.0
566,197.0,227.0,-25979035.0,-4.0,7.0,-10,244,1.0
567,192.0,203.0,-241310.0,4.0,14.0,7,175,0.0
568,219.0,219.0,1221952.0,-1.0,5.0,-3,251,1.0
569,221.0,211.0,1864903.0,0.0,7.0,8,190,0.0
570,230.0,215.0,-17426136.0,-4.0,5.0,-14,202,0.0
571,215.0,202.0,-13755464.0,-6.0,5.0,-2,202,0.0
572,215.0,203.0,50983064.0,-6.0,11.0,4,210,0.0
573,214.0,227.0,-25656539.0,-1.0,7.0,-19,239,1.0
574,214.0,206.0,-19859617.0,-4.0,10.0,36,192,0.0
575,213.0,204.0,25213879.0,1.0,11.0,21,199,0.0
576,217.0,218.0,21382314.0,10.0,9.0,14,192,0.0
577,191.0,200.0,-10628021.0,-9.0,6.0,-2,172,0.0
578,189.0,207.0,-10722900.0,-2.0,8.0,7,209,0.0
579,222.0,213.0,2287522.0,2.0,8.0,39,211,0.0
580,226.0,233.0,-29078378.0,-5.0,7.0,-16,226,1.0
581,204.0,224.0,11688422.0,4.0,11.0,18,214,0.0
582,214.0,194.0,-6641485.0,-8.0,5.0,-4,258,1.0
583,226.0,215.0,-27119174.0,-8.0,6.0,8,204,0.0
584,220.0,231.0,18438143.0,0.0,10.0,-7,213,0.0
585,226.0,218.0,-3316264.0,-7.0,5.0,-4,196,0.0
586,223.0,191.0,-4171922.0,-1.0,5.0,19,245,1.0
587,209.0,195.0,43378154.0,-3.0,11.0,1,205,0.0
588,213.0,225.0,-42029963.0,-7.0,8.0,14,214,0.0
589,199.0,206.0,8956437.0,-9.0,11.0,1,221,1.0
590,201.0,213.0,-28568747.0,-5.0,6.0,-1,227,1.0
591,223.0,218.0,-31487985.0,-5.0,5.0,-9,223,1.0
592,221.0,226.0,28900831.0,1.0,17.0,10,238,1.0
593,204.0,221.0,-12445285.0,-1.0,8.0,13,205,0.0
594,236.0,211.0,10926056.0,3.0,7.0,1,215,0.0
595,215.0,227.0,9067004.0,-1.0,11.0,28,226,1.0
596,222.0,199.0,-9763577.0,-4.0,10.0,3,221,1.0
597,214.0,210.0,-32273013.0,-11.0,6.0,-7,207,0.0
598,213.0,200.0,-5759489.0,1.0,5.0,15,213,0.0
599,223.0,211.0,11843649.0,0.0,5.0,13,185,0.0
600,225.0,217.0,11691212.0,4.0,8.0,-11,223,1.0
601,212.0,225.0,-15131934.0,3.0,14.0,-1,179,0.0
602,213.0,200.0,-8944486.0,-4.0,6.0,-34,194,0.0
603,216.0,212.0,14936688.0,1.0,5.0,-4,226,1.0
604,211.0,212.0,11103603.0,7.0,7.0,-13,207,0.0
605,222.0,238.0,29078378.0,5.0,17.0,-19,231,1.0
606,238.0,235.0,3369680.0,4.0,14.0,9,233,1.0
607,190.0,207.0,-53233758.0,2.0,8.0,-8,220,0.0
608,211.0,204.0,8413978.0,-3.0,5.0,3,207,0.0
609,223.0,207.0,7751366.0,6.0,8.0,7,213,0.0
610,209.0,231.0,-17119587.0,1.0,11.0,16,192,0.0
611,219.0,196.0,4538216.0,6.0,4.0,-3,241,1.0
612,211.0,206.0,21027824.0,0.0,10.0,-3,211,0.0
613,202.0,211.0,-20429364.0,-10.0,5.0,12,174,0.0
614,183.0,204.0,-21543152.0,-9.0,10.0,-11,217,0.0
615,214.0,221.0,-26941627.0,-4.0,6.0,-6,236,1.0
616,220.0,207.0,26766420.0,-1.0,14.0,34,232,1.0
617,199.0,212.0,-8916173.0,-2.0,4.0,-5,215,0.0
618,213.0,205.0,4015514.0,-3.0,5.0,11,187,0.0
619,212.0,211.0,-5407457.0,6.0,7.0,9,165,0.0
620,230.0,208.0,-11335404.0,-2.0,8.0,2,192,0.0
621,216.0,230.0,-28176053.0,-2.0,8.0,-14,202,0.0
622,195.0,212.0,18151714.0,1.0,11.0,10,226,1.0
623,225.0,223.0,-17116797.0,0.0,10.0,6,232,1.0
624,209.0,219.0,-33708431.0,-7.0,8.0,-17,207,0.0
625,215.0,206.0,26189509.0,6.0,10.0,6,244,1.0
626,211.0,216.0,-20765085.0,-4.0,6.0,2,212,0.0
627,205.0,200.0,-23650877.0,-3.0,5.0,-10,192,0.0
628,225.0,221.0,2489448.0,0.0,6.0,-6,208,0.0
629,215.0,199.0,26941627.0,4.0,9.0,21,231,1.0
630,209.0,216.0,5153839.0,3.0,10.0,32,192,0.0
631,200.0,231.0,-2519514.0,-1.0,14.0,-2,252,1.0
632,216.0,223.0,21350351.0,5.0,10.0,6,232,1.0
633,210.0,206.0,40788473.0,-3.0,13.0,18,176,0.0
634,216.0,227.0,-5428375.0,7.0,11.0,17,223,1.0
635,215.0,208.0,-6463292.0,4.0,4.0,-5,241,1.0
636,223.0,201.0,-4507968.0,-6.0,8.0,-23,217,0.0
637,199.0,197.0,-16257442.0,-12.0,4.0,3,201,0.0
638,218.0,195.0,7282383.0,-6.0,7.0,-15,223,1.0
639,210.0,214.0,-55521280.0,-2.0,6.0,8,230,1.0
640,221.0,239.0,-29285934.0,-1.0,11.0,-10,226,1.0
641,192.0,215.0,4606445.0,2.0,9.0,-11,225,1.0
642,207.0,228.0,-17657503.0,-3.0,9.0,11,215,0.0
643,214.0,210.0,20682982.0,-1.0,5.0,9,237,1.0
644,227.0,204.0,52920662.0,7.0,9.0,7,183,0.0
645,214.0,223.0,-39483878.0,-6.0,10.0,6,228,1.0
646,209.0,208.0,9855604.0,-1.0,4.0,-15,203,0.0
647,214.0,206.0,18438143.0,1.0,10.0,-9,199,0.0
648,200.0,208.0,11447112.0,7.0,16.0,-3,229,1.0
649,200.0,208.0,12786077.0,6.0,7.0,3,207,0.0
650,213.0,205.0,-15708489.0,-11.0,5.0,6,210,0.0
651,212.0,205.0,30338751.0,2.0,12.0,7,229,1.0
652,211.0,217.0,-8097082.0,-3.0,4.0,1,187,0.0
653,212.0,192.0,-7341269.0,-10.0,7.0,-5,195,0.0
654,220.0,232.0,-42908860.0,-5.0,6.0,-7,231,1.0
655,203.0,195.0,-17012310.0,-4.0,6.0,24,242,1.0
656,217.0,208.0,-177547.0,-3.0,9.0,5,213,0.0
657,215.0,223.0,14877270.0,-6.0,5.0,6,204,0.0
658,217.0,210.0,-40788473.0,2.0,9.0,-5,207,0.0
659,216.0,211.0,41077013.0,6.0,9.0,24,204,0.0
660,214.0,202.0,-25254271.0,-6.0,6.0,-15,225,1.0
661,212.0,225.0,19624261.0,2.0,14.0,5,187,0.0
662,209.0,218.0,21543152.0,8.0,16.0,-9,169,0.0
663,229.0,221.0,6641485.0,7.0,11.0,1,207,0.0
